query,intent
query regarding bacterial wilt of tomato,4. Crop Health
query regarding bacterial wilt of potato,4. Crop Health
want to know regarding blight disease in tomato,4. Crop Health
asking about the control of black rot in bottlegourd,4. Crop Health
want to know regarding blight disease in potato,4. Crop Health
asking about the control of leaf curl disease in potato,4. Crop Health
query regarding blight in tomato,4. Crop Health
asking about the control of bacterial wilt of tomato,4. Crop Health
late blight in potato.,4. Crop Health
control of blight in tomato,4. Crop Health
asking about the control measure against blight disease in tomato.,4. Crop Health
want to know regarding blight disease in potato,4. Crop Health
want to know regarding blight disease in potato,4. Crop Health
blight in tomato.,4. Crop Health
want to know regarding blight disease in potato,4. Crop Health
asking about the control of blight in tomato,4. Crop Health
want to know regarding blight disease in potato,4. Crop Health
asking about the control of blight in potato,4. Crop Health
asking about the control measure against anthacnose disease in chilli.,4. Crop Health
asking about the control of blight in tomato,4. Crop Health
query regarding blight of potato,4. Crop Health
fungal wilt of tomato.,4. Crop Health
asking about the control of fungal wilt of betelvine,4. Crop Health
query regarding fungal wilt,4. Crop Health
asking about the control measure against blight disease in potato.,4. Crop Health
asking about the control measure against blight disease in potato.,4. Crop Health
asking about the control measure against fungal wilt in chilli.,4. Crop Health
asking about bacterial wilt in chilli,4. Crop Health
asking about the control of fruit drop in orange,4. Crop Health
query regarding late blight of potato,4. Crop Health
asking to know about poultry disease(parasitic),4. Crop Health
asking for control of yellowing of leaves,4. Crop Health
asking about immature fruit fall in pimpkin,4. Crop Health
asking about the control of red rot in sugarcane,4. Crop Health
query regarding foot and mouth disease,4. Crop Health
query regarding fruit rot of bottle gourd,4. Crop Health
asking about the control of root rot disease in bhindi,4. Crop Health
asking about fungal disease infection in paddy,4. Crop Health
query regarding bacterial wilt,4. Crop Health
query regarding wilt,4. Crop Health
query regarding bacterial wilt,4. Crop Health
query regarding fruit rot,4. Crop Health
asking about the control of fruit rot disease in ridge gourd,4. Crop Health
asking about blight in paddy,4. Crop Health
asking about the control of leaf curl disease in bhindi,4. Crop Health
asking about fusarium wilt problem in chillies,4. Crop Health
asking about the control of leaf spot disease in tomato,4. Crop Health
asking about the control measure against leaf rot in okra.,4. Crop Health
asking about the control of leaf curl disease in chillies,4. Crop Health
asking about the control of leaf curl disease in chillies,4. Crop Health
asking about the control measure for rhizome rot,4. Crop Health
query regarding root rot,4. Crop Health
asking about the control measure of root rot on cabbage,4. Crop Health
asking about the control measure of root rot in cabbage,4. Crop Health
asking about the control measure to control immature fruit drop problem in coconut at the age of 5 years,4. Crop Health
query regarding management of blast disease.,4. Crop Health
asking about the control measure of sheath blight on paddy,4. Crop Health
query regarding stunted growth& indigestion,4. Crop Health
query regarding management of root rot.,4. Crop Health
asking about control measure of wilt of tomato,4. Crop Health
asking about the control measure of stem rot on bottle gourd,4. Crop Health
asking about the control measure of mosaic on lentil,4. Crop Health
asking about control measure of sheath blight:,4. Crop Health
asking about the control measure of pod borer on cowpea,4. Crop Health
asking about the control measure of root rot on cabbage,4. Crop Health
asking about the control of tomato leaf curl virus,4. Crop Health
asking about control measure of blight,4. Crop Health
asking about the control measure of wilt in tomato,4. Crop Health
control of blight in potato,4. Crop Health
query regarding late blight  of potato,4. Crop Health
asking about the late blight in potato,4. Crop Health
query regarding management of bacterial wilt.,4. Crop Health
query regarding management of mosaic disease.,4. Crop Health
asking for control of blight in tomato,4. Crop Health
asking about the control of leaf spot disease in onion,4. Crop Health
asking about the root rot in bhindi,4. Crop Health
query regarding management of leaf blight.,4. Crop Health
asking about the control of fusarium wilt in bhindi,4. Crop Health
asking about control measure of red rot,4. Crop Health
control of fungal wilt in chillies,4. Crop Health
query regarding fruit rot,4. Crop Health
fungfal wilt of tomato,4. Crop Health
control of fungal disease in papaya,4. Crop Health
asking about the control measure of leaf yellowing in chilli,4. Crop Health
control of fungal wilt in bottle gourd,4. Crop Health
asking about the control measure of bacterial wilt of tomato,4. Crop Health
asking about the control of leaf curl virus in chillis,4. Crop Health
asking about the control measure of leaf yellowing in bitter gourd,4. Crop Health
asking about the control measure of root rot in bitter gourd,4. Crop Health
asking about the control measure of root rot in tomato,4. Crop Health
asking about control measure of wilt in brinjal,4. Crop Health
asking about the control measure of leaf yellowing of ridge gourd,4. Crop Health
asking about control measure of leaf curl,4. Crop Health
asking about control measure of leaf curl,4. Crop Health
asking about control measure of sheath blight in rice,4. Crop Health
query regarding rice blight,4. Crop Health
asking aboutt the control of root rot in brinjal,4. Crop Health
query regarding sesame blight,4. Crop Health
asking about control measure of sheath blight,4. Crop Health
asking about control measure of rhizome rot,4. Crop Health
asking about the control of leaf rot in radish,4. Crop Health
fungal wilt of tomato.,4. Crop Health
control of bacterial wilt in brinjal,4. Crop Health
query regarding to control wilt in vine,4. Crop Health
asking about control measure of aphid and blight in potato,4. Crop Health
query regarding to control disease in coconut,4. Crop Health
asking about control measure of fungal disease in tomato,4. Crop Health
query regarding to control blight in tomato,4. Crop Health
asking about the control of stem rot in tomato,4. Crop Health
asking about the control of blight in tomato,4. Crop Health
asking about the control of late blight of potato,4. Crop Health
query regarding to control late blight in tomato,4. Crop Health
asking about carp disease,4. Crop Health
asking about micronutrient application and control for fryut rot in bottle gourd,4. Crop Health
query regarding ulcer disease of fish,4. Crop Health
asking about fungal wilt in pumpkin,4. Crop Health
asking about the yellow vein mosaic in okra.,4. Crop Health
asking about fruit rot of pumpkin,4. Crop Health
asking about the control of stem rot disease in paddy,4. Crop Health
asking about blight in smooth gourd,4. Crop Health
query regarding to control fruit cracking in mango,4. Crop Health
asdking about the control measure for root rot in chilli.,4. Crop Health
asking about the control of root rot in chillis,4. Crop Health
asking about the control of leaf curl virus in chillis,4. Crop Health
asking about control measure of rhizome rot,4. Crop Health
asking about the control measure for blight in neem.,4. Crop Health
asking about control measure of yellow vein mosaic,4. Crop Health
